37.101,26.439,29.731,40.689,29.034,39.789,50.58,56.127,70.161,53.987,94.417,90.047,95.794,116.28,107.33,94.829,91.916,112.46,119.52,100.56,84.106,70.769,71.577,87.211,84.625,97.19,98.739,94.676,100.24,89.738,-1
26.722,34.72,26.358,34.757,38.513,39.134,65.473,66.579,55.966,43.349,116.46,135.26,133.55,126.87,111.95,102.52,112.42,115.51,107.99,101.52,67.825,77.915,78.795,85.125,91.514,95.834,104.9,92.384,97.397,97.994,-1
24.076,35.491,30.019,34.063,45.237,45.608,69.71,64.413,45.185,51.763,106.06,143.54,140.62,115.37,88.055,89.846,137.63,140.29,93.147,78.601,76.03,92.991,91.627,85.995,92.072,80.168,95.736,100.45,92.169,99.343,-1
24.32,32.925,30.997,32.143,39.841,30.013,44.583,56.146,71.778,57.451,96.576,100.49,136.47,163.93,146.94,125.9,111.71,124.42,153.78,138.3,70.255,72.345,74.947,85.341,88.742,90.355,113.41,103.9,102.59,108.16,-1
36.632,30.074,29.745,44.277,40.931,81.724,104.95,69.626,68.195,53.97,90.167,105.05,126.59,127.78,103.63,167.35,216.59,162.19,150.41,141.32,82.991,74.949,78.791,93.521,94.122,100.99,112.38,103.22,107.9,92.482,-1
25.865,34.505,33.862,30.716,44.715,41.531,58.53,63.746,64.92,63.788,107.27,154.12,143.33,98.295,97.671,100.21,99.546,115.79,119.15,105.33,69.921,81.561,81.614,81.471,99.941,92.057,98.909,109.88,114.81,117.96,-1
36.577,26.309,34.587,34.49,28.917,42.774,37.28,44.68,60.13,52.347,78.458,82.767,96.609,110.71,110.06,109.92,104.64,97.8,103.6,119.54,74.943,63.83,71.758,78.796,81.153,96.918,90.65,91.789,100.98,89.601,-1
34.732,26.396,38.837,34.292,36.703,49.246,52.004,65.163,48.249,44.422,99.597,127.33,138.06,128.03,127.17,120.26,104.7,108.42,105.42,89.01,69.338,68.739,76.781,76.619,90.945,97.192,94.362,102.42,84.156,93.064,-1
25.675,36.363,32.135,34.565,40.809,35.874,50.662,64.822,64.781,68.845,101.99,130.16,118.29,109.7,101.22,98.656,95.135,107.35,117.89,115.36,61.384,79.044,79.106,80.502,89.889,86.214,90.752,93.83,100.75,97.608,-1
31.179,29.671,38.161,30.59,40.291,43.879,50.119,70.312,59.126,62.777,77.588,83.965,119.91,140.98,118.09,87.218,80.044,113.25,116.01,117.78,63.71,63.107,72.597,74.912,84.255,94.22,95.451,95.202,77.589,104.9,-1
31.032,33.326,42.143,34.596,46.532,53.765,71.062,71.438,54.717,55.337,77.279,110.85,99.001,96.698,92.851,88.378,103.55,111.26,105.77,109.53,75.515,74.383,95.739,84.706,79.462,84.162,108.64,105.66,89.327,93.805,-1
33.458,29.587,40.799,32.208,37.53,44.678,42.751,66.41,64.76,56.256,77.041,92.455,122.37,115.38,93.081,84.071,77.352,82.102,95.061,92.993,75.804,78.995,103.51,88.509,80.249,83.998,83.886,91.831,83.13,85.249,-1
37.324,26.115,32.295,38.764,33.683,48.668,59.472,77.141,88.236,62.534,84.013,98.399,128.82,134.91,101.6,90.843,111.96,139.56,158.38,128.72,74.373,68.31,74.371,87.352,88.643,88.42,79.38,86.738,114.42,96.465,-1
31.335,56.89,63.064,53.189,72.554,69.113,58.401,52.129,51.17,49.2,135.56,131.19,94.473,102.07,129.5,126.08,102,95.238,91.041,84.085,89.227,124.75,102.05,83.186,101.01,86.605,80.368,82.043,79.524,85.628,-1
28.959,37.453,31.1,40.22,39.121,41.746,59.727,59.884,63.655,60.193,83.454,109.15,135.95,128.01,106.36,88.717,96.595,103.19,101.95,106.15,58.129,72.461,76.634,94.432,81.158,82.151,91.576,90.447,98.762,80.995,-1
32.7,27.264,38.827,30.516,35.309,52.513,61.443,90.594,98.586,70.112,65.852,80.802,102.28,111.47,100.52,97.995,102.21,122.46,141.95,118.91,67.43,64.35,77.669,78.522,83.167,89.513,85.479,98.543,109.97,104.38,-1
34.424,25.902,30.648,33.802,30.194,45.301,37.745,47.87,65.354,73.866,77.903,106.05,124.98,116.88,103.38,88.356,84.601,85.044,103.98,126.31,84.391,74.831,86.542,88.477,83.117,97.778,94.889,107.78,115.84,107.64,-1
25.256,27.533,33.652,30.073,43.962,42.541,50.28,60.314,59.883,77.065,101.06,132.22,137.15,113.51,105.74,100.38,97.799,101.42,109.92,122.84,74.717,84.567,97.672,111.05,125.5,109.8,104.29,102.97,110.96,118.72,-1
21.834,26.925,31.229,20.918,33.164,35.087,35.738,60.702,54.302,66.164,124.51,139.95,146.06,135.89,120.09,105.12,85.967,94.44,105.62,119.49,84.678,91.294,103.82,101.53,102.77,95.317,92.537,103.9,94.94,106.22,-1
25.547,20.239,32.127,22.85,30.586,33.843,26.748,41.228,56.112,101.63,52.75,56.256,73.538,117.09,131.76,119.29,92.333,87.236,103.71,133.98,82.311,75.91,82.947,81.379,91.681,98.709,93.962,105.02,94.132,102.69,-1
26.133,32.28,24.52,35.342,30.617,47.439,52.919,51.841,51.874,39.595,109.26,101.26,107.22,133.76,131.75,120.55,102.64,104.6,105.58,91.581,84.279,87.174,88.147,100.28,95.228,104.34,99.219,97.83,105.49,92.604,-1
28.053,29.335,25.623,35.965,30.099,38.831,42.743,52.11,63.238,61.8,85.415,90.055,120.25,130,102.42,108.35,105.73,111.45,115.89,111.59,82.772,87.02,91.377,99.128,95.418,101.84,94.452,94.417,104.82,95.814,-1
35.183,23.917,28.887,31.17,24.016,38.733,43.42,59.268,81.187,107.39,86.328,90.231,107.02,119.15,120.31,91.62,72.703,86.949,114.88,147.86,90.773,80.302,80.643,85.7,89.071,104.51,97.041,99.386,109.58,113.24,-1
31.571,24.526,35.349,28.377,36.394,44.355,46.727,66.354,75.107,86.168,118.97,146.81,140.33,128.19,121.48,100.54,104.19,116.61,125.07,135.07,84.094,87.141,94.423,92.274,101.94,102.7,90.072,105.69,113.63,118.71,-1
30.325,27.188,23.531,35.464,27.494,38.593,44.251,43.887,61.196,65.474,79.649,104.3,130.31,137.16,125.85,113.47,88.19,101.84,127.81,136.06,85.402,82.484,84.431,91.923,94.935,96.432,99.41,104.05,114.61,108.08,-1
34.169,24.25,30.836,34.861,29.758,52.884,55.131,71.089,67.985,45.112,142.41,154.99,127.23,107.31,85.806,90.646,112.31,135.08,125.61,105.76,90.587,88.342,92.394,101.96,105.88,110.34,124.91,137.1,116.85,102.32,-1
35.196,28.362,28.245,41.233,34.341,49.442,59.496,49.715,71.005,58.754,140.07,128.13,107.07,94.408,80.594,89.041,114.37,120.67,117.84,113.95,101.19,99.223,99.032,107.08,95.989,98.404,112.85,113.29,126.94,108.31,-1
21.458,33.77,25.524,23.823,34.322,27.554,37.062,40.878,46.907,79.837,118.02,108.15,113.82,128.58,117.35,103.17,88.727,94.694,90.748,103.23,79.907,86.052,84.82,89.51,100.59,95.641,94.616,93.458,98.196,111.95,-1
22.634,34.975,28.57,29.334,40.364,33.55,49.025,69.768,74.094,74.781,125.18,152.35,156.73,143.56,108.93,84.628,92.275,95.096,104.99,106.84,80.842,86.208,85.035,94.595,106.58,102.53,107.73,104.14,108.86,116.45,-1
26.225,37.626,32.111,43.519,52.294,58.464,69.057,70.502,63.956,35.495,123.76,108.59,105.85,94.119,89.528,111.49,115.9,116.46,103.66,89.912,90.305,103.07,97.638,97.772,97.433,100.71,113.14,108.84,109.52,94.056,-1
26.621,33.13,24.642,35.987,29.561,34.514,41.994,41.065,65.671,71.171,70.05,68.894,88.189,132.71,139.46,109.9,84.046,84.86,101.61,102.11,84.171,89.405,83.589,94.983,92.588,91.579,95.491,97.419,114.77,102.3,-1
34.746,27.979,33.618,38.979,29.747,41.614,37.685,45.642,65.108,74.364,134.6,129.88,107.4,107.38,88.313,87.245,88.893,86.351,91.475,110.48,92.442,92.329,96.452,93.232,85.535,98.647,94.096,98.268,108.81,100.46,-1
35.805,25.846,31.471,38.316,28.432,42.351,45.664,50.384,67.101,65.213,136.9,126.7,132.62,118.82,96.497,97.698,101.21,100.24,110.27,119.87,91.747,86.938,98.414,102.99,95.952,107.05,104.95,94.697,111.01,102.53,-1
29.67,22.686,33.775,25.681,31.943,38.41,31.195,48.648,46.886,50.392,104.16,115,115.59,115.13,113.73,108.11,104.84,100.37,96.36,112.74,85.863,78.672,86.213,86.53,93.881,95.962,94.073,112.45,101.54,98.987,-1
30.461,25.475,33.396,26.59,36.773,37.248,39.516,59.903,65.824,71.454,101.16,122.18,139.8,133.28,117.37,104.01,95.328,95.656,111.17,117.26,83.847,82.004,89.205,91.55,100.99,95.979,88.669,103.41,104.23,115.22,-1
32.126,29.639,20.79,36.064,31.207,31.041,44.298,37.883,50.314,61.98,109.12,108.92,163.74,154.29,116.01,116.04,116.87,103.39,122.41,148.55,85.001,82.958,84.486,101.1,98.32,96.533,105.76,89.81,101.74,108.62,-1
31.32,22.709,33.795,28.535,30.94,35.46,29.022,45.051,48.72,73.85,83.066,96.37,123.54,137.72,126.82,115.08,104.09,97.965,97.319,142.1,85.003,77.778,84.828,86.046,94.162,100.48,98.276,109.55,106.89,131.44,-1
22.201,31.725,28.752,24.526,38.782,33.641,39.352,43.995,48.901,82.415,108.23,110.83,134.35,126.9,108.1,77.935,81.33,81.241,90.554,109.03,77.945,91.458,89.861,82.971,98.256,93.37,99.304,100.13,94.785,111.02,-1
22.654,34.784,28.914,33.769,44.792,43.502,72.269,107.32,89.404,39.601,123.4,132.11,125.64,113.37,88.742,80.781,102.73,130.51,130.67,109.51,83.532,93.394,87.662,95.072,100.94,105.54,119.44,126.23,126.17,105.93,-1
32.944,26.575,28.589,34.321,27.363,38.972,34.436,37.547,48.346,66.434,90.822,86.544,106.76,114.26,113.43,106.82,95.493,87.325,79.509,93.016,86.278,82.571,84.969,96.142,91.185,99.147,91.693,90.036,97.637,101.4,-1
21.478,31.947,25.841,24.685,32.976,27.908,38.914,43.455,63.037,90.104,69.914,75.435,100.9,152.79,128.36,98.612,78.687,87.356,98.577,119.4,76.95,81.628,79.517,97.115,103.17,86.658,94.999,94.632,99.556,115.64,-1
32.014,29.371,22.991,34.412,27.187,34.797,40.965,37.843,50.114,60.342,87.371,79.82,119.04,176.31,135.95,90.304,85.656,88.465,82.649,109.4,85.475,83.769,81.225,94.018,86.507,88.974,95.905,91.972,104.02,107.81,-1
25.39,33.087,24.063,33.297,30.324,37.108,44.049,44.575,56.911,60.719,134.8,136.37,144.68,153.6,126.77,113.25,105.87,96.675,96.314,110.27,80.656,86.288,84.089,101.13,97.294,104.84,105.26,98.421,110.89,108.11,-1
25.841,29.325,33.139,30.259,44.778,41.954,54.753,62.276,70.306,61.807,150.32,152.32,122.65,106.39,106.6,92.791,98.678,128.92,118.09,110.04,85.734,90.086,96.861,92.232,101.93,108.24,113.96,99.863,96.817,105.27,-1
31.077,28.985,34.212,42.144,35.152,43.447,43.519,71.673,63.322,47.002,140.21,138.84,122.04,120.33,99.309,80.786,90.921,111.25,100.95,82.855,90.829,94.307,93.326,99.008,94.877,116.34,108.61,116.9,107.8,111.07,-1
24.683,32.568,24.994,30.737,28.342,39.52,47.111,54.192,72.835,78.019,117.55,116.91,158.03,161.91,127.18,107.9,99.379,101.65,131.01,158.5,82.107,84.586,80.387,89.726,93.172,112.03,115.44,112.75,109.35,104.3,-1
31.482,25.584,34.293,27.991,41.621,48.754,69.057,74.048,81.072,76.202,136.76,175.61,176.52,143.16,127.12,109.53,110.9,131.43,151.81,133.47,82.868,85.11,89.874,91.661,114.16,118.33,121.02,113.27,137.2,159.78,-1
24.353,36.818,26.812,36.889,43.382,41.767,60.474,63.958,67.413,74.857,159.79,150.58,127.7,86.759,75.009,80.747,93.637,97.888,91.659,107.05,87.809,101.85,97.734,104.12,106.81,102.03,118.05,105.35,99.576,111.15,-1
32.901,25.082,28.662,29.895,32.903,43.375,58.888,70.298,63.701,65.269,135.42,152.65,138.23,124.1,108.14,83.56,84.522,111.98,112.49,104.06,84.9,80.536,91.163,97.857,99.339,108.69,103.53,120.98,125.02,115.16,-1
23.762,31.708,32.003,25.737,38.867,36.57,52.973,81.52,78.5,55.846,132.82,149.7,131.43,101.87,89.143,75.46,96.384,145.96,139.02,104.1,78.943,91.585,92.23,91.126,113.52,105.06,108.03,119.8,111.31,111.6,-1
